,K,NDTR,hit_rate
263,50,450,0.51
264,50,600,0.5014285714285714
265,50,750,0.5028571428571429
266,50,900,0.49142857142857144
267,50,1050,0.4928571428571429
268,50,1200,0.5028571428571429
269,50,1350,0.5028571428571429
270,50,1500,0.5042857142857143
271,50,1650,0.5171428571428571
272,50,1800,0.5185714285714286
273,50,1950,0.5171428571428571
274,50,2100,0.5042857142857143
275,50,2250,0.49
276,50,2400,0.48428571428571426
277,50,2550,0.49142857142857144
278,50,2700,0.5
279,50,2850,0.5114285714285715
280,50,3000,0.51
281,50,3150,0.5085714285714286
282,50,3300,0.5014285714285714
283,50,3450,0.5071428571428571
284,50,3600,0.4942857142857143
285,50,3750,0.48
286,50,3900,0.4642857142857143
287,50,4050,0.4514285714285714
288,50,4200,0.44857142857142857
289,50,4350,0.4642857142857143
290,55,150,0.5071428571428571
291,55,300,0.5028571428571429
292,55,450,0.5114285714285715
293,55,600,0.5028571428571429
294,55,750,0.5042857142857143
295,55,900,0.4928571428571429
296,55,1050,0.5071428571428571
297,55,1200,0.49857142857142855
298,55,1350,0.49714285714285716
299,55,1500,0.5028571428571429
300,55,1650,0.5128571428571429
301,55,1800,0.52
302,55,1950,0.5142857142857142
303,55,2100,0.5014285714285714
304,55,2250,0.48857142857142855
305,55,2400,0.4857142857142857
306,55,2550,0.49
307,55,2700,0.49857142857142855
308,55,2850,0.5114285714285715
309,55,3000,0.5114285714285715
310,55,3150,0.5028571428571429
311,55,3300,0.5014285714285714
312,55,3450,0.5042857142857143
313,55,3600,0.4942857142857143
314,55,3750,0.48
315,55,3900,0.46714285714285714
316,55,4050,0.44857142857142857
317,55,4200,0.45
318,55,4350,0.4642857142857143
319,60,150,0.49
320,60,300,0.5057142857142857
321,60,450,0.51
322,60,600,0.5028571428571429
323,60,750,0.5085714285714286
324,60,900,0.4942857142857143
325,60,1050,0.49142857142857144
326,60,1200,0.4942857142857143
327,60,1350,0.49714285714285716
328,60,1500,0.5028571428571429
329,60,1650,0.5185714285714286
330,60,1800,0.52
331,60,1950,0.5142857142857142
332,60,2100,0.5028571428571429
333,60,2250,0.48428571428571426
334,60,2400,0.4828571428571429
335,60,2550,0.48857142857142855
336,60,2700,0.5014285714285714
337,60,2850,0.51
338,60,3000,0.5085714285714286
339,60,3150,0.5014285714285714
340,60,3300,0.5028571428571429
341,60,3450,0.5028571428571429
342,60,3600,0.4942857142857143
343,60,3750,0.48
344,60,3900,0.4642857142857143
345,60,4050,0.44857142857142857
346,60,4200,0.45285714285714285
347,60,4350,0.4685714285714286
348,65,150,0.49142857142857144
349,65,300,0.51
350,65,450,0.5085714285714286
351,65,600,0.5042857142857143
352,65,750,0.51
353,65,900,0.49714285714285716
354,65,1050,0.5085714285714286
355,65,1200,0.49714285714285716
356,65,1350,0.5
357,65,1500,0.5057142857142857
358,65,1650,0.5185714285714286
359,65,1800,0.5228571428571429
360,65,1950,0.5185714285714286
361,65,2100,0.49857142857142855
362,65,2250,0.48428571428571426
363,65,2400,0.48428571428571426
364,65,2550,0.49
365,65,2700,0.5028571428571429
366,65,2850,0.5114285714285715
367,65,3000,0.5114285714285715
368,65,3150,0.5028571428571429
369,65,3300,0.5042857142857143
370,65,3450,0.5028571428571429
371,65,3600,0.4928571428571429
372,65,3750,0.47714285714285715
373,65,3900,0.4614285714285714
374,65,4050,0.45285714285714285
375,65,4200,0.44857142857142857
376,65,4350,0.46285714285714286
377,70,150,0.48857142857142855
378,70,300,0.5071428571428571
379,70,450,0.5085714285714286
380,70,600,0.5057142857142857
381,70,750,0.5085714285714286
382,70,900,0.5014285714285714
383,70,1050,0.5085714285714286
384,70,1200,0.5028571428571429
385,70,1350,0.5028571428571429
386,70,1500,0.5042857142857143
387,70,1650,0.52
388,70,1800,0.5242857142857142
389,70,1950,0.5157142857142857
390,70,2100,0.4957142857142857
391,70,2250,0.4857142857142857
392,70,2400,0.48428571428571426
393,70,2550,0.49142857142857144
394,70,2700,0.5042857142857143
395,70,2850,0.5157142857142857
396,70,3000,0.5128571428571429
397,70,3150,0.5028571428571429
398,70,3300,0.5071428571428571
399,70,3450,0.5014285714285714
400,70,3600,0.49142857142857144
401,70,3750,0.4785714285714286
402,70,3900,0.4614285714285714
403,70,4050,0.4542857142857143
404,70,4200,0.45
405,70,4350,0.46285714285714286
406,75,150,0.48857142857142855
407,75,300,0.48857142857142855
408,75,450,0.5071428571428571
409,75,600,0.5057142857142857
410,75,750,0.5057142857142857
411,75,900,0.5014285714285714
412,75,1050,0.5071428571428571
413,75,1200,0.49857142857142855
414,75,1350,0.5057142857142857
415,75,1500,0.5014285714285714
416,75,1650,0.5185714285714286
417,75,1800,0.5242857142857142
418,75,1950,0.5142857142857142
419,75,2100,0.4928571428571429
420,75,2250,0.48857142857142855
421,75,2400,0.4828571428571429
422,75,2550,0.4942857142857143
423,75,2700,0.5014285714285714
424,75,2850,0.5128571428571429
425,75,3000,0.5142857142857142
426,75,3150,0.5057142857142857
427,75,3300,0.5085714285714286
428,75,3450,0.49857142857142855
429,75,3600,0.49
430,75,3750,0.4785714285714286
431,75,3900,0.4642857142857143
432,75,4050,0.4542857142857143
433,75,4200,0.4514285714285714
434,75,4350,0.4657142857142857
435,80,150,0.48857142857142855
436,80,300,0.4928571428571429
437,80,450,0.5057142857142857
438,80,600,0.5042857142857143
439,80,750,0.5071428571428571
440,80,900,0.49857142857142855
441,80,1050,0.5071428571428571
442,80,1200,0.4957142857142857
443,80,1350,0.5057142857142857
444,80,1500,0.5014285714285714
445,80,1650,0.5185714285714286
446,80,1800,0.5242857142857142
447,80,1950,0.5085714285714286
448,80,2100,0.49
449,80,2250,0.4857142857142857
450,80,2400,0.48428571428571426
451,80,2550,0.49857142857142855
452,80,2700,0.5014285714285714
453,80,2850,0.5114285714285715
454,80,3000,0.5114285714285715
455,80,3150,0.5028571428571429
456,80,3300,0.5085714285714286
457,80,3450,0.5014285714285714
458,80,3600,0.48857142857142855
459,80,3750,0.47714285714285715
460,80,3900,0.4657142857142857
461,80,4050,0.45571428571428574
462,80,4200,0.4542857142857143
463,80,4350,0.4657142857142857
464,85,150,0.49142857142857144
465,85,300,0.49
466,85,450,0.5028571428571429
467,85,600,0.5042857142857143
468,85,750,0.5071428571428571
469,85,900,0.5
470,85,1050,0.5028571428571429
471,85,1200,0.49714285714285716
472,85,1350,0.5085714285714286
473,85,1500,0.5028571428571429
474,85,1650,0.5171428571428571
475,85,1800,0.5214285714285715
476,85,1950,0.5071428571428571
477,85,2100,0.49142857142857144
478,85,2250,0.4828571428571429
479,85,2400,0.4828571428571429
480,85,2550,0.4957142857142857
481,85,2700,0.5014285714285714
482,85,2850,0.5142857142857142
483,85,3000,0.51
484,85,3150,0.5042857142857143
485,85,3300,0.5085714285714286
486,85,3450,0.5014285714285714
487,85,3600,0.48714285714285716
488,85,3750,0.4785714285714286
489,85,3900,0.46285714285714286
490,85,4050,0.4542857142857143
491,85,4200,0.45714285714285713
492,85,4350,0.46714285714285714
493,90,150,0.49142857142857144
494,90,300,0.49142857142857144
495,90,450,0.5042857142857143
496,90,600,0.5085714285714286
497,90,750,0.5071428571428571
498,90,900,0.49857142857142855
499,90,1050,0.5028571428571429
500,90,1200,0.49714285714285716
501,90,1350,0.5028571428571429
502,90,1500,0.5014285714285714
503,90,1650,0.5171428571428571
504,90,1800,0.52
505,90,1950,0.5057142857142857
506,90,2100,0.49142857142857144
507,90,2250,0.48142857142857143
508,90,2400,0.48142857142857143
509,90,2550,0.49714285714285716
510,90,2700,0.5057142857142857
511,90,2850,0.5157142857142857
512,90,3000,0.5114285714285715
513,90,3150,0.5028571428571429
514,90,3300,0.5057142857142857
515,90,3450,0.49714285714285716
516,90,3600,0.48714285714285716
517,90,3750,0.48142857142857143
518,90,3900,0.46285714285714286
519,90,4050,0.45285714285714285
520,90,4200,0.45571428571428574
521,90,4350,0.47
522,95,150,0.49
523,95,300,0.49142857142857144
524,95,450,0.5042857142857143
525,95,600,0.51
526,95,750,0.51
527,95,900,0.5
528,95,1050,0.5042857142857143
529,95,1200,0.4957142857142857
530,95,1350,0.5042857142857143
531,95,1500,0.5
532,95,1650,0.5185714285714286
533,95,1800,0.5228571428571429
534,95,1950,0.5057142857142857
535,95,2100,0.4928571428571429
536,95,2250,0.48142857142857143
537,95,2400,0.48142857142857143
538,95,2550,0.49857142857142855
539,95,2700,0.5042857142857143
540,95,2850,0.5157142857142857
541,95,3000,0.5114285714285715
542,95,3150,0.5014285714285714
543,95,3300,0.5042857142857143
544,95,3450,0.4942857142857143
545,95,3600,0.49
546,95,3750,0.4785714285714286
547,95,3900,0.46285714285714286
548,95,4050,0.4514285714285714
549,95,4200,0.4542857142857143
550,95,4350,0.4714285714285714
551,100,150,0.4928571428571429
552,100,300,0.49142857142857144
553,100,450,0.5057142857142857
554,100,600,0.5071428571428571
555,100,750,0.51
556,100,900,0.5028571428571429
557,100,1050,0.5028571428571429
558,100,1200,0.4928571428571429
559,100,1350,0.5042857142857143
560,100,1500,0.5014285714285714
561,100,1650,0.5157142857142857
562,100,1800,0.4742857142857143
563,100,1950,0.5114285714285715
564,100,2100,0.4957142857142857
565,100,2250,0.48428571428571426
566,100,2400,0.48428571428571426
567,100,2550,0.49857142857142855
568,100,2700,0.5
569,100,2850,0.5157142857142857
570,100,3000,0.5114285714285715
571,100,3150,0.5014285714285714
572,100,3300,0.5042857142857143
573,100,3450,0.4942857142857143
574,100,3600,0.49
575,100,3750,0.4742857142857143
576,100,3900,0.46285714285714286
577,100,4050,0.45
578,100,4200,0.45571428571428574
579,100,4350,0.4657142857142857
580,105,150,0.49
581,105,300,0.49
582,105,450,0.5071428571428571
583,105,600,0.5085714285714286
584,105,750,0.5114285714285715
585,105,900,0.5057142857142857
586,105,1050,0.5028571428571429
587,105,1200,0.4942857142857143
588,105,1350,0.5014285714285714
589,105,1500,0.5014285714285714
590,105,1650,0.5157142857142857
591,105,1800,0.47285714285714286
592,105,1950,0.51
593,105,2100,0.4957142857142857
594,105,2250,0.4828571428571429
595,105,2400,0.48857142857142855
596,105,2550,0.5014285714285714
597,105,2700,0.5014285714285714
598,105,2850,0.5128571428571429
599,105,3000,0.5142857142857142
600,105,3150,0.5014285714285714
601,105,3300,0.5057142857142857
602,105,3450,0.4942857142857143
603,105,3600,0.49142857142857144
604,105,3750,0.4685714285714286
605,105,3900,0.46
606,105,4050,0.45
607,105,4200,0.4542857142857143
608,105,4350,0.4657142857142857
609,110,150,0.49
610,110,300,0.4928571428571429
611,110,450,0.5042857142857143
612,110,600,0.5057142857142857
613,110,750,0.5128571428571429
614,110,900,0.5085714285714286
615,110,1050,0.5014285714285714
616,110,1200,0.49857142857142855
617,110,1350,0.5028571428571429
618,110,1500,0.5042857142857143
619,110,1650,0.5142857142857142
620,110,1800,0.4714285714285714
621,110,1950,0.5071428571428571
622,110,2100,0.49714285714285716
623,110,2250,0.48428571428571426
624,110,2400,0.48857142857142855
625,110,2550,0.49857142857142855
626,110,2700,0.5
627,110,2850,0.51
628,110,3000,0.5128571428571429
629,110,3150,0.5014285714285714
630,110,3300,0.5057142857142857
631,110,3450,0.4942857142857143
632,110,3600,0.48714285714285716
633,110,3750,0.4685714285714286
634,110,3900,0.4614285714285714
635,110,4050,0.4514285714285714
636,110,4200,0.45714285714285713
637,110,4350,0.4642857142857143
638,115,150,0.48857142857142855
639,115,300,0.49142857142857144
640,115,450,0.5057142857142857
641,115,600,0.5071428571428571
642,115,750,0.5128571428571429
643,115,900,0.5085714285714286
644,115,1050,0.5
645,115,1200,0.49857142857142855
646,115,1350,0.5028571428571429
647,115,1500,0.5042857142857143
648,115,1650,0.5128571428571429
649,115,1800,0.4742857142857143
650,115,1950,0.5057142857142857
651,115,2100,0.4942857142857143
652,115,2250,0.48142857142857143
653,115,2400,0.48714285714285716
654,115,2550,0.49857142857142855
655,115,2700,0.5028571428571429
656,115,2850,0.5085714285714286
657,115,3000,0.5128571428571429
658,115,3150,0.5028571428571429
659,115,3300,0.5028571428571429
660,115,3450,0.4928571428571429
661,115,3600,0.49
662,115,3750,0.4714285714285714
663,115,3900,0.46
664,115,4050,0.44857142857142857
665,115,4200,0.45714285714285713
666,115,4350,0.4657142857142857
667,120,150,0.49142857142857144
668,120,300,0.48857142857142855
669,120,450,0.5114285714285715
670,120,600,0.5085714285714286
671,120,750,0.5128571428571429
672,120,900,0.5042857142857143
673,120,1050,0.49857142857142855
674,120,1200,0.49714285714285716
675,120,1350,0.5057142857142857
676,120,1500,0.5042857142857143
677,120,1650,0.5128571428571429
678,120,1800,0.5228571428571429
679,120,1950,0.5057142857142857
680,120,2100,0.4942857142857143
681,120,2250,0.48142857142857143
682,120,2400,0.48714285714285716
683,120,2550,0.49857142857142855
684,120,2700,0.5028571428571429
685,120,2850,0.51
686,120,3000,0.51
687,120,3150,0.5057142857142857
688,120,3300,0.5042857142857143
689,120,3450,0.4957142857142857
690,120,3600,0.48857142857142855
691,120,3750,0.47285714285714286
692,120,3900,0.4614285714285714
693,120,4050,0.44857142857142857
694,120,4200,0.46
695,120,4350,0.46714285714285714
696,125,150,0.5057142857142857
697,125,300,0.49
698,125,450,0.5128571428571429
699,125,600,0.5057142857142857
700,125,750,0.5142857142857142
701,125,900,0.5071428571428571
702,125,1050,0.5
703,125,1200,0.49857142857142855
704,125,1350,0.51
705,125,1500,0.5085714285714286
706,125,1650,0.5142857142857142
707,125,1800,0.5214285714285715
708,125,1950,0.51
709,125,2100,0.4942857142857143
710,125,2250,0.48142857142857143
711,125,2400,0.48714285714285716
712,125,2550,0.49857142857142855
713,125,2700,0.5057142857142857
714,125,2850,0.5114285714285715
715,125,3000,0.51
716,125,3150,0.5057142857142857
717,125,3300,0.5042857142857143
718,125,3450,0.4957142857142857
719,125,3600,0.49
720,125,3750,0.4714285714285714
721,125,3900,0.4642857142857143
722,125,4050,0.4471428571428571
723,125,4200,0.4585714285714286
724,125,4350,0.46714285714285714
725,130,150,0.5042857142857143
726,130,300,0.49
727,130,450,0.5114285714285715
728,130,600,0.5042857142857143
729,130,750,0.5171428571428571
730,130,900,0.5085714285714286
731,130,1050,0.5014285714285714
732,130,1200,0.5014285714285714
733,130,1350,0.5128571428571429
734,130,1500,0.5085714285714286
735,130,1650,0.5142857142857142
736,130,1800,0.5171428571428571
737,130,1950,0.5114285714285715
738,130,2100,0.4928571428571429
739,130,2250,0.48142857142857143
740,130,2400,0.48857142857142855
741,130,2550,0.5014285714285714
742,130,2700,0.5071428571428571
743,130,2850,0.51
744,130,3000,0.5128571428571429
745,130,3150,0.5042857142857143
746,130,3300,0.5028571428571429
747,130,3450,0.4928571428571429
748,130,3600,0.4857142857142857
749,130,3750,0.47285714285714286
750,130,3900,0.4642857142857143
751,130,4050,0.4442857142857143
752,130,4200,0.45714285714285713
753,130,4350,0.46714285714285714
754,135,150,0.5014285714285714
755,135,300,0.48714285714285716
756,135,450,0.5042857142857143
757,135,600,0.5014285714285714
758,135,750,0.5171428571428571
759,135,900,0.5071428571428571
760,135,1050,0.5014285714285714
761,135,1200,0.5028571428571429
762,135,1350,0.51
763,135,1500,0.51
764,135,1650,0.5128571428571429
765,135,1800,0.5171428571428571
766,135,1950,0.5128571428571429
767,135,2100,0.4942857142857143
768,135,2250,0.48142857142857143
769,135,2400,0.48857142857142855
770,135,2550,0.5028571428571429
771,135,2700,0.5057142857142857
772,135,2850,0.51
773,135,3000,0.5128571428571429
774,135,3150,0.5042857142857143
775,135,3300,0.5028571428571429
776,135,3450,0.49
777,135,3600,0.4857142857142857
778,135,3750,0.47285714285714286
779,135,3900,0.4642857142857143
780,135,4050,0.44571428571428573
781,135,4200,0.4542857142857143
782,135,4350,0.46714285714285714
783,140,150,0.5
784,140,300,0.48857142857142855
785,140,450,0.5057142857142857
786,140,600,0.5028571428571429
787,140,750,0.5142857142857142
788,140,900,0.5071428571428571
789,140,1050,0.5028571428571429
790,140,1200,0.5057142857142857
791,140,1350,0.5114285714285715
792,140,1500,0.5128571428571429
793,140,1650,0.5157142857142857
794,140,1800,0.5142857142857142
795,140,1950,0.51
796,140,2100,0.4942857142857143
797,140,2250,0.48142857142857143
798,140,2400,0.48857142857142855
799,140,2550,0.5028571428571429
800,140,2700,0.51
801,140,2850,0.51
802,140,3000,0.51
803,140,3150,0.5014285714285714
804,140,3300,0.5028571428571429
805,140,3450,0.48714285714285716
806,140,3600,0.48428571428571426
807,140,3750,0.4714285714285714
808,140,3900,0.46285714285714286
809,140,4050,0.44857142857142857
810,140,4200,0.45285714285714285
811,140,4350,0.4657142857142857
812,145,150,0.5
813,145,300,0.4928571428571429
814,145,450,0.5085714285714286
815,145,600,0.5028571428571429
816,145,750,0.5142857142857142
817,145,900,0.5057142857142857
818,145,1050,0.5014285714285714
819,145,1200,0.5071428571428571
820,145,1350,0.5128571428571429
821,145,1500,0.5142857142857142
822,145,1650,0.5171428571428571
823,145,1800,0.5142857142857142
824,145,1950,0.51
825,145,2100,0.4928571428571429
826,145,2250,0.48142857142857143
827,145,2400,0.48714285714285716
828,145,2550,0.5028571428571429
829,145,2700,0.51
830,145,2850,0.5085714285714286
831,145,3000,0.5085714285714286
832,145,3150,0.5014285714285714
833,145,3300,0.5042857142857143
834,145,3450,0.49
835,145,3600,0.48142857142857143
836,145,3750,0.47
837,145,3900,0.46285714285714286
838,145,4050,0.44857142857142857
839,145,4200,0.4585714285714286
840,145,4350,0.4685714285714286
